Unnamed: 0,Bug ID,Product,Component,Status,Resolution,Summary,Average_Cos_Similarity_Trigram,Average_Cos_Similarity_Bigram,Average_Cos_Similarity_Score,Changed,Bug Id,Description,Duplicate_Bug_Ids
7034,551971.0,MAT,GUI,RESOLVED,DUPLICATE,Reports not rendered in MAT,0.012732358436452524,0.014355430410826396,0.027676719540127927,2020-02-07 10:46:08,551971.0,version used          zip files with reports are created  but report isn t opened inside app s ui   see also    leak suspects report not getting rendered on eclipse mat,445180.0
7109,553747.0,JDT,Debug,CLOSED,DUPLICATE,Conditional breakpoint loses type info,0.011198222894481635,0.012615081490871705,0.01822199432908041,2019-12-04 22:46:38,553747.0,created attachment   comparator pre   way  situation    comparator string  defined in pre java   way  conditional breakpoint knows types  offers content assist  screenshots   and     situation    comparator string  defined in java   lambda style  conditional breakpoint knows only first type  offers content assist  after or it loses info about type and content assist offers random sh t screenshots   and   ,448473.0
7113,558046.0,z_Archived,WindowBuilder,CLOSED,DUPLICATE,Fermeture soudaine d'éclipse,0.003932806671434033,0.004441642878542669,0.002991809886443389,2021-06-04 16:46:07,558046.0,il ya une fermeture soudaine d éclipse     lorsque je lance window builder    sa dernière version sortie en date   ,558898.0
7151,559045.0,EGit,Core,CLOSED,DUPLICATE,egit insists on using ~/.gitconfig instead of ~/.config/git/config for user settings location,0.011233025916148507,0.013379645384099718,0.024219096040205165,2020-01-10 19:24:22,559045.0,it should default to    config git config especially when it is available and    gitconfig isn t,430194.0
7158,559176.0,Community,MailingLists,CLOSED,DUPLICATE,"Mailing lists stopped updating on January 9, 2020",0.012600915440760295,0.014923183773155503,0.02364581145582849,2020-01-15 09:08:23,559176.0,the mailing lists seem to have stopped publishing the archives on jan    that is the last date for emails on a couple of lists i checked     dev   jan index html   dev   jan index html,559124.0
7278,562689.0,Platform,UI,CLOSED,DUPLICATE,[win32] Text duplicated/shadowed in several views,0.010585043482409124,0.011754382922812638,0.019177130260278844,2020-05-17 06:01:29,562689.0,created attachment   debugview  text overlapping in several views screenshots are provided for    debug view   variable inspection view  ,561896.0
7365,565521.0,JDT,Core,CLOSED,DUPLICATE,"Call Hierarchy issues, again",0.011709435256204978,0.014816936777246896,0.021917140846910186,2021-07-26 05:40:29,565521.0,starting from java   the module system   was introduced which allows to define modules   it was found that call hierarchies are not constructed correctly if the java module system is used   steps to reproduce      start eclipse    create a java project    select     as your project jre    open up type class  com sun jndi url rmi rmiurlcontextfactory     select method  com sun jndi url rmi rmiurlcontextfactory getobjectinstance      right click and select open call hierarchy   observation  no results were found     open class  com sun jndi url ldap ldapurlcontextfactory     select method  com sun jndi url ldap ldapurlcontextfactory getobjectinstance      right click and select open call hierarchy   observation    results found   javax naming spi directorymanager createobjectfromfactories  javax naming spi namingmanager createobjectfromfactories  javax naming spi directorymanager getobjectinstance  com sun jndi ldap ldapctxfactory getobjectinstance  javax naming spi namingmanager getobjectinstance  javax naming spi namingmanager geturlobject   both classes implement the interface  javax naming spi objectfactory   but only for method  com sun jndi url ldap ldapurlcontextfactory getobjectinstance   all callers are found    expected result  the callers of method  com sun jndi url rmi rmiurlcontextfactory getobjectinstance   should be the same as for method  com sun jndi url ldap ldapurlcontextfactory getobjectinstance  ,565512.0
7367,565569.0,Community,CI-Jenkins,CLOSED,DUPLICATE,Integrating SonarCloud into Capella's CI builds,0.008854322129952042,0.010667774636483432,0.01886419449519058,2020-07-28 09:11:12,565569.0,hello   we would like to integrate sonarcloud into capella project s ci builds  could you do what s neccessary please   many thanks   best regards ,565005.0
7416,567376.0,Platform,SWT,RESOLVED,DUPLICATE,Big Sur - bizarre table rendering in History view,0.013892703533941751,0.01659338352471627,0.029126074202969643,2020-10-30 05:30:58,567376.0,created attachment   screen recording showing crazy table rendering in history view  table rendering goes somewhat crazy when clicking through files in the package explorer   see attached screen recording   potentially an instance of bug    if so  this demonstrates the underlying issue isn t limited to preferences ,567132.0
7448,568164.0,Epsilon,Core,CLOSED,DUPLICATE,Epsilon stack traces are no longer produced on exceptions in imported files,0.011063215152734028,0.01266296977585057,0.017793541970532827,2020-10-23 07:38:26,568164.0,to reproduce  create a eol and b eol with the following content  a eol     import  b eol   foo    b eol     operation foo      bar println      running a eol produces an exception because bar is undefined but the exception lacks a stack trace  when foo  is moved into a eol  it all works as expected ,564611.0
7461,568659.0,Platform,SWT,CLOSED,DUPLICATE,[Big Sur] in Swt widget table indexed based remove is not working in Big Sur Os,0.008951581078563389,0.010431292838260057,0.017430822545507804,2020-12-01 08:43:43,568659.0, big sur  in swt widget table indexed based remove is not working in big sur os,567132.0
7500,570134.0,EGit,UI,CLOSED,DUPLICATE,Add a way to store the password used to sign a commit (GPG),0.01331921322002941,0.01648917793504548,0.02815638190193365,2021-01-06 10:45:18,570134.0,if i m signing my code with gpg  every time i need to type its password   please  add a way to store the gpg password as it does for ssh ,543437.0
7580,572637.0,Community,CI-Jenkins,CLOSED,DUPLICATE,Mac notarization service is failing https://cbi.eclipse.org/macos/xcrun,0.012103121958883556,0.014657751301448032,0.016709884242226174,2021-04-07 12:12:57,572637.0,notarization has been failing for the last days      it fails like this where i think the  java util concurrent executionexception  ioexception happened during notarization upload  is suspicious   notarizing eclipse inst jre   dmg     total      received   xferd  average speed   time    time     time  current                                  dload  upload   total   spent    left  speed                                                                                                                                                                                                                                                                                                                                                                                                                                                                          progress    uuid               notarizationstatus    status   in progress   message   uploading file to apple notarization service      progress    uuid               notarizationstatus    status   in progress   message   uploading file to apple notarization service      progress    uuid               notarizationstatus    status   error   message   error happened while uploading file to apple notarization service   moreinfo   net jodah failsafe failsafeexception  java util concurrent executionexception  ioexception happened during notarization upload    notarization failed    uuid               notarizationstatus    status   error   message   error happened while uploading file to apple notarization service   moreinfo   net jodah failsafe failsafeexception  java util concurrent executionexception  ioexception happened during notarization upload   ,572636.0
7584,572741.0,Platform,Releng,CLOSED,DUPLICATE,Update platform to Jetty 10.0.2+ (fix CVEs),0.01010324848416747,0.011538170963398115,0.019280347684140654,2021-04-13 13:49:16,572741.0,currently platform is using jetty        which is vulnerable to cve       and cve         these have been fixed in jetty       ,572586.0
7610,573737.0,Community,CI-Jenkins,CLOSED,DUPLICATE,Windows test machine attached to Releng JIPP is down,0.007357272375097674,0.008542338172445315,0.018531463863736955,2021-05-25 03:00:26,573737.0,   windows   vnc  is down from couple of days blocking our tests for      ,572630.0
7618,573979.0,Platform,UI,CLOSED,DUPLICATE,Blank Splash screen window pops up on launching workbench window(Linux),0.011369743212915898,0.012994383160684277,0.02150096029169924,2021-06-04 08:03:28,573979.0,created attachment   blank splash screen shots  blank splash screen window pops up on launching workbench window  unable to drag or close blank splash screen    here are details   os   rhel      eclipse         gtk      attached the screen shot,427393.0
7636,574301.0,JDT,UI,CLOSED,DUPLICATE,scanning task crash,0.013150050644971885,0.014836048364331045,0.023792800852351505,2021-06-18 10:13:05,574301.0,eclipse    when opened become slow then crash with dialog box message error  scanning task crash   the message error content is                                       assertion failed  marker property value is too long  www   org   xlink  this attributename  setvalue  return this element setattributens  subscribe  throw new error    const dataattributeaccessor  getvalue    e getattribute  setvalue     null  e t removeattribute  t setattribute    let dataattributeobserver class constructor  this element e this propertyname t getvalue  return this element getattribute  setvalue  return null  e this element removeattribute  this element setattribute  subscribe  throw new error    styleobserver class constructor  this element e this propertyname t this styles null this version   getvalue  return this element style csstext  setproperty  let i    null  t   function   typeof t indexof       t indexof       ,574299.0
